seq,HOTA(0),LocA(0),HOTALocA(0),HOTA___5,HOTA___10,HOTA___15,HOTA___20,HOTA___25,HOTA___30,HOTA___35,HOTA___40,HOTA___45,HOTA___50,HOTA___55,HOTA___60,HOTA___65,HOTA___70,HOTA___75,HOTA___80,HOTA___85,HOTA___90,HOTA___95,HOTA___AUC,DetA___5,DetA___10,DetA___15,DetA___20,DetA___25,DetA___30,DetA___35,DetA___40,DetA___45,DetA___50,DetA___55,DetA___60,DetA___65,DetA___70,DetA___75,DetA___80,DetA___85,DetA___90,DetA___95,DetA___AUC,AssA___5,AssA___10,AssA___15,AssA___20,AssA___25,AssA___30,AssA___35,AssA___40,AssA___45,AssA___50,AssA___55,AssA___60,AssA___65,AssA___70,AssA___75,AssA___80,AssA___85,AssA___90,AssA___95,AssA___AUC,DetRe___5,DetRe___10,DetRe___15,DetRe___20,DetRe___25,DetRe___30,DetRe___35,DetRe___40,DetRe___45,DetRe___50,DetRe___55,DetRe___60,DetRe___65,DetRe___70,DetRe___75,DetRe___80,DetRe___85,DetRe___90,DetRe___95,DetRe___AUC,DetPr___5,DetPr___10,DetPr___15,DetPr___20,DetPr___25,DetPr___30,DetPr___35,DetPr___40,DetPr___45,DetPr___50,DetPr___55,DetPr___60,DetPr___65,DetPr___70,DetPr___75,DetPr___80,DetPr___85,DetPr___90,DetPr___95,DetPr___AUC,AssRe___5,AssRe___10,AssRe___15,AssRe___20,AssRe___25,AssRe___30,AssRe___35,AssRe___40,AssRe___45,AssRe___50,AssRe___55,AssRe___60,AssRe___65,AssRe___70,AssRe___75,AssRe___80,AssRe___85,AssRe___90,AssRe___95,AssRe___AUC,AssPr___5,AssPr___10,AssPr___15,AssPr___20,AssPr___25,AssPr___30,AssPr___35,AssPr___40,AssPr___45,AssPr___50,AssPr___55,AssPr___60,AssPr___65,AssPr___70,AssPr___75,AssPr___80,AssPr___85,AssPr___90,AssPr___95,AssPr___AUC,LocA___5,LocA___10,LocA___15,LocA___20,LocA___25,LocA___30,LocA___35,LocA___40,LocA___45,LocA___50,LocA___55,LocA___60,LocA___65,LocA___70,LocA___75,LocA___80,LocA___85,LocA___90,LocA___95,LocA___AUC,OWTA___5,OWTA___10,OWTA___15,OWTA___20,OWTA___25,OWTA___30,OWTA___35,OWTA___40,OWTA___45,OWTA___50,OWTA___55,OWTA___60,OWTA___65,OWTA___70,OWTA___75,OWTA___80,OWTA___85,OWTA___90,OWTA___95,OWTA___AUC,HOTA_TP___5,HOTA_TP___10,HOTA_TP___15,HOTA_TP___20,HOTA_TP___25,HOTA_TP___30,HOTA_TP___35,HOTA_TP___40,HOTA_TP___45,HOTA_TP___50,HOTA_TP___55,HOTA_TP___60,HOTA_TP___65,HOTA_TP___70,HOTA_TP___75,HOTA_TP___80,HOTA_TP___85,HOTA_TP___90,HOTA_TP___95,HOTA_TP___AUC,HOTA_FN___5,HOTA_FN___10,HOTA_FN___15,HOTA_FN___20,HOTA_FN___25,HOTA_FN___30,HOTA_FN___35,HOTA_FN___40,HOTA_FN___45,HOTA_FN___50,HOTA_FN___55,HOTA_FN___60,HOTA_FN___65,HOTA_FN___70,HOTA_FN___75,HOTA_FN___80,HOTA_FN___85,HOTA_FN___90,HOTA_FN___95,HOTA_FN___AUC,HOTA_FP___5,HOTA_FP___10,HOTA_FP___15,HOTA_FP___20,HOTA_FP___25,HOTA_FP___30,HOTA_FP___35,HOTA_FP___40,HOTA_FP___45,HOTA_FP___50,HOTA_FP___55,HOTA_FP___60,HOTA_FP___65,HOTA_FP___70,HOTA_FP___75,HOTA_FP___80,HOTA_FP___85,HOTA_FP___90,HOTA_FP___95,HOTA_FP___AUC,IDF1,IDR,IDP,IDTP,IDFN,IDFP,Dets,GT_Dets,IDs,GT_IDs
MOT17_22_65f,0.5977431543368271,0.8866402587511321,0.5299831450279222,0.5977431543368271,0.5976599771559172,0.5976185269629154,0.5974845461945432,0.5974560063017187,0.5974560063017187,0.5973950812932626,0.5972785000590007,0.5969280675489913,0.5958031330293209,0.5923069311446162,0.5865952327720526,0.5777915068924645,0.5642761760520424,0.5434105668145677,0.5183964332101867,0.47603064410164664,0.37267717788445487,0.17526487151257017,0.5462932915562536,0.6189486326681448,0.6185000461808442,0.6182758461467424,0.6179770093716819,0.617902317422214,0.617902317422214,0.6178276323685546,0.617678282944842,0.617155777039498,0.6160372573431088,0.6122458367835127,0.6036147334706017,0.5921769943667091,0.5754292906589948,0.54671432984686,0.5096704716777946,0.4411365598914429,0.29234116302223534,0.06824554986588637,0.548409476236415,0.5772641859087975,0.5775221044843221,0.5776513929747774,0.5776716245548693,0.5776862610827401,0.5776862610827401,0.5776382674650145,0.5775524516289112,0.5773633352944673,0.5762336110295417,0.5730173724415281,0.5700556133420777,0.5637554795489583,0.5533392339052952,0.540126768230942,0.5272717901046726,0.5136848647946856,0.47508971189718446,0.4501066406041591,0.5547745773881939,0.6204964341946837,0.6202185792349727,0.6200796517551171,0.6198944151153098,0.619848105955358,0.619848105955358,0.6198017967954061,0.6197091784755024,0.6193850143558396,0.618690376956562,0.6163286097990183,0.6109104380846532,0.6036398999722145,0.5928035565434843,0.5736778734833751,0.5479299805501529,0.4968046679633231,0.3671390200981754,0.10368620913216635,0.5637311533905617,0.995986025421839,0.9955400282464878,0.9953170296588122,0.995019698208578,0.9949453653460195,0.9949453653460195,0.994871032483461,0.9947223667583439,0.9942020367204341,0.993087043782056,0.9892960677915706,0.9805991228722218,0.9689288634505315,0.9515349736118338,0.9208355013751579,0.8795064297926113,0.7974429495279863,0.5893109343640823,0.16643127926856463,0.9048695849487691,0.5843696674305404,0.5846307647631279,0.5847616453516196,0.5847847722970368,0.5848021858167574,0.5848021858167574,0.5847519354614555,0.5846779696974018,0.5845331685383682,0.5838110189172794,0.5816034090166387,0.5788967104478484,0.5740995666047877,0.5665897361442299,0.556122973445422,0.5440648959677443,0.5323373133839677,0.521030037921813,0.48619613411435675,0.5677297942703765,0.9341656252130522,0.9344839174917143,0.9346107426294722,0.934352100245583,0.9342742499764378,0.9342742499764378,0.934241019402014,0.9341337411433389,0.9338653490073361,0.9329230972840534,0.9300441577791083,0.9273253172985063,0.923273720740647,0.9167185408583131,0.9067480337613462,0.8932245328355037,0.8604265504108126,0.7659163920535512,0.6776379735715529,0.9022441742988833,0.8866402587511321,0.8870030548696978,0.8871773354750431,0.8873870359779947,0.8874379369198224,0.8874379369198224,0.8874786020067597,0.8875532394875374,0.8877946784146041,0.8882528200832609,0.8896239983867874,0.8924066631625573,0.8956065108638436,0.899602282212039,0.9054272566179308,0.911438938914673,0.919923165623016,0.9346382326498358,0.9636166688198631,0.8992866640082223,0.5984900742240474,0.5984897151330654,0.5984896612236993,0.5984107400708577,0.5983959682088181,0.5983959682088181,0.5983487578934223,0.5982596052931076,0.5980051820175968,0.5970847427483875,0.594278554675813,0.5901295827862083,0.5833569244328218,0.5727315827105276,0.5566495987694364,0.5375016480874245,0.5051742656669165,0.41764095977844023,0.21603206074437117,0.55557187329862,13399.0,13393.0,13390.0,13386.0,13385.0,13385.0,13384.0,13382.0,13375.0,13360.0,13309.0,13192.0,13035.0,12801.0,12388.0,11832.0,10728.0,7928.0,2239.0,12173.21052631579,8195.0,8201.0,8204.0,8208.0,8209.0,8209.0,8210.0,8212.0,8219.0,8234.0,8285.0,8402.0,8559.0,8793.0,9206.0,9762.0,10866.0,13666.0,19355.0,9420.78947368421,54.0,60.0,63.0,67.0,68.0,68.0,69.0,71.0,78.0,93.0,144.0,261.0,418.0,652.0,1065.0,1621.0,2725.0,5525.0,11214.0,1279.7894736842106,0.6267583530687363,0.508613503751042,0.8163978294804133,10983,10611,2470,13453,21594,64,56
MOT17_22_65r,0.5766774237445491,0.8898895095327098,0.5131791897746235,0.5766774237445491,0.5766373619778149,0.5766239472765698,0.5765972330288132,0.5765704475857463,0.5764775183572949,0.5764233563781871,0.576271392685197,0.5750553281107583,0.5731028411111001,0.5701304494614204,0.563887765191884,0.5514766865958742,0.5376823755554669,0.5216215479183499,0.48338081044457837,0.4325918767318263,0.38436709443238504,0.21788832434755062,0.5275507253123877,0.6572550831792976,0.6570253661692002,0.6569488079837368,0.6567957128337799,0.6566426459719142,0.6564896073903003,0.656336597081101,0.6560306612486148,0.6548080472499077,0.6524443625305257,0.648646163747529,0.6405763952424519,0.6247451637747474,0.6085669432608208,0.5886157253599114,0.5132706021351112,0.4079381281407035,0.3220895082208951,0.10934793367978224,0.5802407081684384,0.5059783629941582,0.5060849464114965,0.5061203742697766,0.5061914422401578,0.5062623986859461,0.5062171973939695,0.5062400714145122,0.5062091418033363,0.5050161368318745,0.503409770015827,0.5011187108933541,0.49638015714386263,0.486800944598296,0.4750542897284286,0.46225241278826784,0.4552316203852067,0.4587355750914705,0.45868635739936126,0.43416752643915135,0.48874512823833977,0.6586551819949986,0.6585162545151431,0.6584699453551912,0.6583773270352876,0.6582847087153839,0.6581920903954802,0.6580994720755765,0.6579142354357692,0.6571732888765398,0.6557377049180327,0.6534222469204408,0.6484671668055941,0.6386033157358526,0.6283226822265444,0.6153561174400296,0.5633046216541632,0.4811984810595536,0.40460313049921276,0.163702880429749,0.5987579395836076,0.9967762281869788,0.996565982199173,0.9964959002032377,0.9963557362113673,0.9962155722194969,0.9960754082276263,0.9959352442357559,0.9956549162520149,0.994533604317051,0.9923610624430583,0.9888569626462962,0.9813581890812251,0.966430723947018,0.9508725208493938,0.9312495619875254,0.8524773985563109,0.7282220197631228,0.6123063984862289,0.24773985563108838,0.9061306992338932,0.5080449280668545,0.5081519463106584,0.5081875195991457,0.5082588783072662,0.5083301256646295,0.5083000275718191,0.5083265734936256,0.5083163971264718,0.5075652520712098,0.5064505597423515,0.5048385426621012,0.5011803353105937,0.49338830226519215,0.4838141214147012,0.47236388978969573,0.46730219926573924,0.4711813076149441,0.47464951046273457,0.46640197984860204,0.4955290735046493,0.9968515763668306,0.9970411992277336,0.9969941055173855,0.9970405748764417,0.9969932596800357,0.9968722226579485,0.996893981903307,0.996656550412004,0.995757711002935,0.993985605940472,0.9913062692464321,0.987940182281709,0.9819629094835018,0.9767263616900135,0.9686004080099586,0.9248195518308817,0.8874076106242624,0.8536965943998497,0.7498936777511133,0.9624968606790956,0.8898895095327098,0.8900651097188073,0.8901182665748413,0.89021745082053,0.8903120487285033,0.8903992958191473,0.8904772588063177,0.8906186691553251,0.8911406524516284,0.8920673017386151,0.8933621952261481,0.8957799428088961,0.899937810625788,0.9035920799030149,0.9073344662856302,0.9186828622209696,0.9341360791197819,0.9451479139444968,0.9694964699854225,0.9038302833403459,0.5772913222658459,0.5772912292572923,0.57729113555343,0.5772910606533002,0.5772909107655598,0.5772245276726191,0.5771969540298983,0.5770980856840012,0.5760929747684203,0.5745474455808616,0.572225579684979,0.5673501865352616,0.5575595908275787,0.54633999077991,0.5333384010275974,0.5063932026460273,0.4698328021136842,0.4307968617818174,0.2665979644842554,0.5378447487427548,14223.0,14220.0,14219.0,14217.0,14215.0,14213.0,14211.0,14207.0,14191.0,14160.0,14110.0,14003.0,13790.0,13568.0,13288.0,12164.0,10391.0,8737.0,3535.0,12929.578947368422,7371.0,7374.0,7375.0,7377.0,7379.0,7381.0,7383.0,7387.0,7403.0,7434.0,7484.0,7591.0,7804.0,8026.0,8306.0,9430.0,11203.0,12857.0,18059.0,8664.421052631578,46.0,49.0,50.0,52.0,54.0,56.0,58.0,62.0,78.0,109.0,159.0,266.0,479.0,701.0,981.0,2105.0,3878.0,5532.0,10734.0,1339.421052631579,0.5628642333324039,0.46739835139390573,0.7073375849744201,10093,11501,4176,14269,21594,81,56
MOT17_22_6f,0.5984529376915924,0.8865659463024659,0.5305679950220372,0.5984529376915924,0.5983695456995228,0.5983003714088158,0.5981663910277424,0.5981378366502045,0.5981378366502045,0.5980769749254717,0.59796051209652,0.5975029982439385,0.5968631576178403,0.5933124792337435,0.5877311706043411,0.5783096669755838,0.5650371856912296,0.5450762841974789,0.5187909217248143,0.47581843272604685,0.372337999139857,0.1751436700167152,0.5469224406485086,0.6202724543985223,0.6198236461843867,0.6194498292255146,0.6191508998615598,0.6190761847630474,0.6190761847630474,0.6190014765596161,0.6188520808341792,0.6182547735448759,0.6175087589894892,0.6137147587729385,0.605224631713789,0.5931980202515552,0.5768020852058242,0.5493685419058554,0.5112632984451049,0.4412997042392376,0.2920057443752992,0.06812992785168498,0.549551210625554,0.5774009728982578,0.5776580410004895,0.5778730052690161,0.5778930975230072,0.5779076637708547,0.5779076637708547,0.5778597975631058,0.5777742130959069,0.5774477580876818,0.5769078150478552,0.5735884512836544,0.5707433418924398,0.5637949883507453,0.5535122521270686,0.5408175622211835,0.5264293785269252,0.5130372369321458,0.4747700628289398,0.450247139754829,0.5549247601023662,0.6220246364730944,0.6217467815133834,0.6215152357136241,0.6213299990738168,0.621283689913865,0.621283689913865,0.6212373807539131,0.6211447624340094,0.6207742891543947,0.6203111975548764,0.6179494303973326,0.6126238770028711,0.6049828656108178,0.5943780679818468,0.5761322589608224,0.5496897286283227,0.49749930536260073,0.3672316384180791,0.10363989997221451,0.565093617622829,0.9954791373304677,0.9950344623137923,0.9946638997998962,0.9943674497887793,0.9942933372860001,0.9942933372860001,0.9942192247832209,0.9940709997776624,0.9934780997554288,0.9927369747276366,0.9889572370858964,0.9804342992662862,0.9682057363077151,0.951233973171274,0.9220336470762618,0.8797154079893278,0.7961906173571481,0.5877121470392055,0.1658637812198918,0.9043675668085205,0.5844051720982035,0.5846653652332887,0.5848829389853142,0.5849058397855764,0.5849231524634256,0.5849231524634256,0.5848730272462275,0.5847992504870388,0.5845696093073796,0.5842178863387401,0.5819740789794128,0.5793747443829924,0.5741278084024265,0.5667623055383761,0.5570008376964262,0.5436043123364255,0.5319246743415443,0.5208871016412002,0.4863042296279952,0.5678487098608115,0.9343520040070885,0.9346174595977994,0.9348534944789628,0.9345978282702662,0.9345209388840807,0.9345209388840807,0.9344878034894344,0.9343808099690127,0.9340362257266653,0.9334822878486763,0.9305714807225043,0.9279600672692356,0.9233739888121137,0.9169966913266542,0.9071921910622555,0.8920583968594156,0.8596943878775417,0.7653147729501565,0.6777992076955484,0.9023584724069208,0.8865659463024659,0.8869278174883186,0.8872175618533331,0.8874267221433764,0.8874774886854978,0.8874774886854978,0.8875180627500028,0.8875925336132888,0.8878677728927327,0.8881722162256462,0.8895426387732586,0.8922715068361187,0.895639196072241,0.8995242866200664,0.9050812472436042,0.9112358354750714,0.9198675180592717,0.934631964356399,0.9636052419397175,0.8992443708429426,0.5992976141002481,0.5992971114625703,0.5992969857110186,0.5992180886361286,0.599203309217379,0.599203309217379,0.5991561625161593,0.5990671300730444,0.598719234324971,0.5982159958000974,0.5953559076327558,0.591312944965457,0.584025947770689,0.5735813307836718,0.5581957038603715,0.5379338455836759,0.5052085401088252,0.41755309607824237,0.21601751902789312,0.5563084093089777,13432.0,13426.0,13421.0,13417.0,13416.0,13416.0,13415.0,13413.0,13405.0,13395.0,13344.0,13229.0,13064.0,12835.0,12441.0,11870.0,10743.0,7930.0,2238.0,12202.631578947368,8162.0,8168.0,8173.0,8177.0,8178.0,8178.0,8179.0,8181.0,8189.0,8199.0,8250.0,8365.0,8530.0,8759.0,9153.0,9724.0,10851.0,13664.0,19356.0,9391.368421052632,61.0,67.0,72.0,76.0,77.0,77.0,78.0,80.0,88.0,98.0,149.0,264.0,429.0,658.0,1052.0,1623.0,2750.0,5563.0,11255.0,1290.3684210526317,0.6267278479208824,0.509169213670464,0.8148669680575114,10995,10599,2498,13493,21594,64,56
MOT17_22_6r,0.5858558025494683,0.8898628325426735,0.5213313039182311,0.5858558025494683,0.5858151230541969,0.5857606136998927,0.5857334936180992,0.5856925441552995,0.5856002816649344,0.5855596921615878,0.5854085091094613,0.5842015749073369,0.5822789721328803,0.5793832755110959,0.5732619128814359,0.5613636653488908,0.5475157499461822,0.5337839841580335,0.48757483624018305,0.4343069925666485,0.38490071906997686,0.21757741711603093,0.5353460610469282,0.66100050810661,0.660770367633475,0.6604636128555597,0.6603102779573368,0.6600803287013527,0.6599270645801597,0.6598504431314623,0.6595440280598117,0.6583959784162708,0.6561809137803979,0.6525275735294118,0.6443661971830986,0.6287992027902342,0.6124389040850186,0.5944220281115594,0.516425589339181,0.4092173844887722,0.3219734568582037,0.10912680053052035,0.583464245270444,0.5192537935621737,0.5193625126200623,0.5195070400299444,0.5195795628191492,0.5196878945839799,0.5196448339396692,0.5196331330129321,0.519606133870844,0.5183681117633305,0.5167001878106928,0.5144380001082605,0.5100038180108043,0.5011602485747231,0.489474940993487,0.4793317344729186,0.46033586608060995,0.4609348745726665,0.4601266358606371,0.43380665619023057,0.500050314677743,0.6626840789108086,0.662545151430953,0.6623599147911456,0.662267296471242,0.6621283689913865,0.6620357506714828,0.6619894415115309,0.6618042048717236,0.6611095674724461,0.6597666018338427,0.6575437621561545,0.652542372881356,0.6428637584514217,0.6324905066222098,0.6208205983143466,0.5671019727702139,0.48356024821709737,0.40557562285820137,0.1638418079096045,0.6023700540598509,0.9961712495649148,0.9959624086320918,0.9956839540549948,0.9955447267664462,0.9953358858336234,0.9951966585450749,0.9951270449008005,0.9948485903237034,0.9938043856595893,0.9917855899756353,0.9884441350504699,0.9809258614688479,0.9663766098155239,0.9507831534980856,0.9332405151409676,0.8524886877828054,0.7269056735120083,0.6096762965541246,0.2462930734423947,0.9055049737116896,0.5213422935667136,0.5214514493312618,0.5215965608620708,0.5216693756887176,0.5217781461199924,0.521750104139564,0.5217419097509841,0.521735548103575,0.5209396086332438,0.5197582299955491,0.5181737528706999,0.5147671278863508,0.5074503120847641,0.49808151454427646,0.4890474711158883,0.4744083737168268,0.47508385954804977,0.47739661492906255,0.4660309233988881,0.5070633250677096,0.9965150017510052,0.9967045430404072,0.9966857541581172,0.9967692008757114,0.9966845951688034,0.9965642176839161,0.9965190065663804,0.99628286570162,0.9953658202264071,0.99365760427996,0.9911327299918496,0.9877165120604686,0.9822242010707224,0.9767469331064654,0.9698587577472227,0.9209741090882319,0.8814290495032907,0.8462501412555661,0.7490971637058295,0.9614304319464196,0.8898628325426735,0.890037281817104,0.8902524508255392,0.8903510712569398,0.8904915113391616,0.8905782769956069,0.8906177143915199,0.8907583328682317,0.8912447126706762,0.8921003418334063,0.8933342770788717,0.8957624333998859,0.8998088427120212,0.9034646706091009,0.9068281381324897,0.9183691417690057,0.9339382879517557,0.9450850271400717,0.9694977170271416,0.9038096348611161,0.5866014165578637,0.5866013250679029,0.5866009195080026,0.5866008458653531,0.5866004585963586,0.5865351291438621,0.5865080114662697,0.5864107129588138,0.5854042348321065,0.5838677308079023,0.5816059645389426,0.5768874253988567,0.5676070480404514,0.5564065540662213,0.5455080331090743,0.5109377435570785,0.47211204428639103,0.4319909107062633,0.26660020036269216,0.5458624583616003,14310.0,14307.0,14303.0,14301.0,14298.0,14296.0,14295.0,14291.0,14276.0,14247.0,14199.0,14091.0,13882.0,13658.0,13406.0,12246.0,10442.0,8758.0,3538.0,13007.578947368422,7284.0,7287.0,7291.0,7293.0,7296.0,7298.0,7299.0,7303.0,7318.0,7347.0,7395.0,7503.0,7712.0,7936.0,8188.0,9348.0,11152.0,12836.0,18056.0,8586.421052631578,55.0,58.0,62.0,64.0,67.0,69.0,70.0,74.0,89.0,118.0,166.0,274.0,483.0,707.0,959.0,2119.0,3923.0,5607.0,10827.0,1357.421052631579,0.5789927417336411,0.4820783550986385,0.7246780368952315,10410,11184,3955,14365,21594,79,56
MOT17_22_75f,0.6030607992965845,0.8874402378857158,0.5351804191873109,0.6030607992965845,0.6029772243119985,0.6029494563279556,0.6029283002753932,0.6029283002753932,0.6029283002753932,0.6028690818188669,0.6027366594023487,0.6023872680402474,0.6011936153209565,0.5975511392812984,0.5901307043099568,0.5796288841522296,0.5633385913574935,0.5422295412543744,0.5147453782666186,0.47247571731918775,0.38757765952853024,0.17506511943840466,0.5499843021185912,0.6113181504485853,0.6108734648820201,0.6107252908982201,0.6106512141280354,0.6106512141280354,0.6106512141280354,0.6105771441710738,0.6103549751701306,0.6099108209984371,0.6088754134509372,0.6052619516890498,0.5958261186548801,0.5832730560578662,0.5634123476630507,0.53531191092017,0.4985879332477535,0.4283034257748777,0.3030956987646971,0.07179581344105766,0.5415503767693113,0.594914983926725,0.5951830517130446,0.5952726247041307,0.5953030582147584,0.5953030582147584,0.5953030582147584,0.5952583277688012,0.595213433766537,0.5949565218452204,0.593608733606397,0.5899385597590301,0.5844897315941343,0.5760074802944907,0.5632648447073736,0.5492365654699113,0.5314264280743864,0.5212036374736251,0.4956073041545572,0.42687441753332694,0.5678087274229456,0.6153098082800778,0.6150319533203668,0.614939335000463,0.6148930258405112,0.6148930258405112,0.6148930258405112,0.6148467166805595,0.6147077892007039,0.6144299342409929,0.6137816060016671,0.611512457164027,0.6055385755302399,0.59748078169862,0.5844679077521534,0.5654811521718996,0.5395943317588219,0.48633879781420764,0.37723441696767623,0.10864128924701306,0.5591587331763695,0.9894995531724754,0.9890527256478999,0.9889037831397081,0.9888293118856122,0.9888293118856122,0.9888293118856122,0.9887548406315162,0.9885314268692285,0.988084599344653,0.98704200178731,0.98339291033661,0.9737861185582365,0.9608281203455467,0.9399016979445934,0.9093684837652666,0.8677390527256479,0.782097110515341,0.606642835865356,0.1747095621090259,0.8992011978113289,0.6096778846925318,0.6099526174595613,0.6100444143638458,0.6100762372599419,0.6100762372599419,0.6100762372599419,0.6100489610691637,0.6100368384449405,0.6098542907880097,0.6089760120166721,0.6063975642442809,0.6022172256521829,0.595136852792461,0.5852764688979977,0.57308485723732,0.5575179115125328,0.5473339578473793,0.5411312012907731,0.46932284975658406,0.588223085255056,0.9273304331756566,0.9276483216882606,0.9277801112421038,0.9277370159047972,0.9277370159047972,0.9277370159047972,0.9276604393115502,0.9275153924518696,0.9271178231836675,0.9262235472077246,0.9234743261242311,0.9195405089589052,0.915292520981798,0.9077122719746469,0.8964398793499,0.8794029564800562,0.8481403723551483,0.7788992238789837,0.627614681255321,0.8932107293333796,0.8874402378857158,0.8878074482019089,0.8879245445712588,0.8879787851395244,0.8879787851395244,0.8879787851395244,0.8880228201476793,0.8881367458044576,0.8883423893248387,0.8887725396084916,0.8901071960404422,0.8931918931135672,0.89677396994795,0.9016114196839008,0.9074705058289746,0.9137228444390123,0.9230862389485722,0.9357974858632978,0.962704362075747,0.900255210363389,0.6050264661177218,0.6050261109061746,0.6050260754542224,0.6050187590131257,0.6050187590131257,0.6050187590131257,0.6049732460244897,0.6048820827014035,0.6046148332563539,0.6036109026927448,0.6006286525416946,0.5949210699593387,0.5866458894346782,0.5737684422277511,0.5572996732969278,0.5354948070110261,0.5034695129452377,0.4323888671412184,0.215351310809543,0.5604307483978898,13287.0,13281.0,13279.0,13278.0,13278.0,13278.0,13277.0,13274.0,13268.0,13254.0,13205.0,13076.0,12902.0,12621.0,12211.0,11652.0,10502.0,8146.0,2346.0,12074.473684210527,8307.0,8313.0,8315.0,8316.0,8316.0,8316.0,8317.0,8320.0,8326.0,8340.0,8389.0,8518.0,8692.0,8973.0,9383.0,9942.0,11092.0,13448.0,19248.0,9519.526315789473,141.0,147.0,149.0,150.0,150.0,150.0,151.0,154.0,160.0,174.0,223.0,352.0,526.0,807.0,1217.0,1776.0,2926.0,5282.0,11082.0,1353.5263157894738,0.6346296613557193,0.5146336945447809,0.8275990467679476,11113,10481,2315,13428,21594,67,56
MOT17_22_75r,0.5754099991427669,0.8909366463287458,0.5126538549002833,0.5754099991427669,0.5753833141505613,0.5753833141505613,0.5753613088651187,0.5753613088651187,0.5753157547544507,0.5752740139681746,0.5751593805867002,0.5742255923469599,0.5724288026969604,0.5691041548853129,0.562869875957057,0.5501610372988449,0.5367166033697802,0.5208985707270687,0.48413490704200535,0.4341806492707427,0.38592323923252275,0.21836744328793872,0.5269294352946656,0.6511886041994265,0.6510358860525343,0.6510358860525343,0.6509595375722543,0.6509595375722543,0.650883196152779,0.650806861793129,0.6505779010633379,0.6496626929119305,0.6477592652420732,0.6431332842415317,0.6350064114306649,0.6185510925741228,0.6029273110941499,0.5831670435900846,0.5124120986189952,0.4095305775987998,0.32391441391330145,0.10948133876130396,0.5759469968650109,0.5084497255914521,0.5085218269767832,0.5085218269767832,0.5085425692871703,0.5085425692871703,0.5085216819624144,0.5085075320737029,0.5084837842419587,0.5075480468614757,0.5058588147475139,0.5035962949572544,0.498928029003855,0.48933252336866645,0.47777685142514864,0.46527890073333417,0.4574181773776768,0.46031443441041886,0.45980277561710237,0.4355476543091479,0.4910260010110015,0.6520329721218857,0.651940353801982,0.651940353801982,0.6518940446420302,0.6518940446420302,0.6518477354820783,0.6518014263221266,0.651662498842271,0.6511067889228489,0.6499490599240529,0.6471242011669909,0.6421228118921922,0.6318421783828841,0.6218857089932389,0.6090117625266278,0.5601555987774381,0.4803649161804205,0.40451051217930906,0.16314717051032696,0.5934860073217219,0.9980153104621491,0.9978735469237312,0.9978735469237312,0.9978026651545222,0.9978026651545222,0.9977317833853133,0.9976609016161043,0.9974482563084774,0.9965976750779699,0.994825630847746,0.9905018429259994,0.9828466118514319,0.9671108590870429,0.9518712787071165,0.9321661468670258,0.8573858803515736,0.7352565920045364,0.6191522540402609,0.24971647292316415,0.9084021010848643,0.5115634932293326,0.5116360361118878,0.5116360361118878,0.5116577493690732,0.5116577493690732,0.5116447636703608,0.5116357232351765,0.5116316176955772,0.5110473774675495,0.5098482693197393,0.5082882383667714,0.5047237692506672,0.49693768048833337,0.4876195101486494,0.476473623957344,0.46990892394025735,0.47327753091741986,0.476497822078473,0.4681854166631167,0.49873007007319425,0.9740714984134455,0.9741921222944532,0.9741921222944532,0.9741195725330816,0.9741195725330816,0.9740521558415114,0.9739956600252848,0.9737868249410296,0.9731105813390286,0.9716045634278174,0.9681771201794588,0.9644952991806806,0.9578372028313504,0.9524582771995842,0.9436195164079413,0.910017124935203,0.8711291863763142,0.8342021590144328,0.7159548248938096,0.9397439676137873,0.8909366463287458,0.891050784535583,0.891050784535583,0.8911010035575669,0.8911010035575669,0.8911444111988197,0.8911839653969633,0.8912920873639061,0.8916856599889467,0.8924322755916291,0.8940326934340111,0.8965005914447421,0.9008985317657303,0.9044874846464087,0.9082498065441662,0.9190769638528589,0.9341441065123636,0.9450046873688204,0.9694753429566861,0.9044657279253209,0.5757829328418408,0.575782858198535,0.575782858198535,0.575774150483732,0.575774150483732,0.5757418751756185,0.5757134136887764,0.5756386135935366,0.5748634437986461,0.573395553784159,0.5708671912843385,0.5660150783466679,0.5560404009771698,0.5450895302508442,0.5323159995736176,0.5061870731663116,0.47023281967786823,0.43127144151490254,0.26656775390685855,0.5367809020497731,14080.0,14078.0,14078.0,14077.0,14077.0,14076.0,14075.0,14072.0,14060.0,14035.0,13974.0,13866.0,13644.0,13429.0,13151.0,12096.0,10373.0,8735.0,3523.0,12815.736842105263,7514.0,7516.0,7516.0,7517.0,7517.0,7518.0,7519.0,7522.0,7534.0,7559.0,7620.0,7728.0,7950.0,8165.0,8443.0,9498.0,11221.0,12859.0,18071.0,8778.263157894737,28.0,30.0,30.0,31.0,31.0,32.0,33.0,36.0,48.0,73.0,134.0,242.0,464.0,679.0,957.0,2012.0,3735.0,5373.0,10585.0,1292.2631578947369,0.5731331578062854,0.47378901546725943,0.7251913807768642,10231,11363,3877,14108,21594,70,56
